project,sample_number,year,month,nafo_div,project_code,archive_lsm_number,length,sex,maturity,weight,stomach_fullness,age,fecundity,gonad
10,137,1992,10,31,10,1992137.028,132,2,2,,0,2,,
10,137,1992,10,31,10,1992137.03,164,1,2,,0,3,,
10,137,1992,10,31,10,1992137.033,157,2,2,,0,2,,
10,137,1992,10,31,10,1992137.037,145,1,2,,0,2,,
10,137,1992,10,31,10,1992137.042,125,2,2,,0,2,,
10,137,1992,10,31,10,1992137.045,134,1,2,,1,2,,
10,137,1992,10,31,10,1992137.046,157,2,2,,0,3,,
10,137,1992,10,31,10,1992137.05,142,1,2,,0,2,,
10,137,1992,10,31,10,1992137.055,150,1,2,,0,2,,
10,137,1992,10,31,10,1992137.056,154,1,2,,0,2,,
10,137,1992,10,31,10,1992137.075,168,1,2,,0,2,,
10,137,1992,10,31,10,1992137.092,144,1,2,,0,2,,
10,137,1992,10,31,10,1992137.101,119,1,1,,0,2,,
10,137,1992,10,31,10,1992137.11,169,2,2,,0,3,,
10,137,1992,10,31,10,1992137.111,174,1,2,,0,2,,
10,137,1992,10,31,10,1992137.125,134,1,2,,0,2,,
10,137,1992,10,31,10,1992137.126,116,2,2,,0,2,,
10,137,1992,10,31,10,1992137.134,175,1,2,,0,3,,
10,137,1992,10,31,10,1992137.169,173,1,2,,0,2,,
10,137,1992,10,31,10,1992137.174,162,2,2,,0,2,,
10,137,1992,10,31,10,1992137.19,127,1,1,,0,2,,
10,91,1993,9,23,10,1993091.001,156,1,2,,4,2,,
10,91,1993,9,23,10,1993091.002,150,1,2,,4,2,,
10,91,1993,9,23,10,1993091.003,155,1,2,,4,2,,
10,91,1993,9,23,10,1993091.004,144,2,2,,4,2,,
10,91,1993,9,23,10,1993091.007,162,1,2,,4,2,,
10,91,1993,9,23,10,1993091.008,162,2,2,,4,2,,
10,91,1993,9,23,10,1993091.009,159,2,2,,4,3,,
10,91,1993,9,23,10,1993091.01,161,2,2,,4,3,,
10,91,1993,9,23,10,1993091.011,165,1,2,,4,2,,
10,91,1993,9,23,10,1993091.012,157,2,2,,4,2,,
10,91,1993,9,23,10,1993091.014,152,1,2,,4,2,,
10,91,1993,9,23,10,1993091.015,152,2,2,,4,3,,
10,91,1993,9,23,10,1993091.018,132,2,2,,4,2,,
10,91,1993,9,23,10,1993091.019,144,2,2,,4,2,,
10,91,1993,9,23,10,1993091.024,149,1,2,,4,2,,
10,91,1993,9,23,10,1993091.026,148,2,2,,4,2,,
10,91,1993,9,23,10,1993091.031,148,1,2,,4,2,,
10,91,1993,9,23,10,1993091.032,147,2,2,,4,2,,
10,91,1993,9,23,10,1993091.033,153,2,2,,4,3,,
10,91,1993,9,23,10,1993091.036,167,2,2,,4,4,,
10,91,1993,9,23,10,1993091.038,160,1,2,,4,2,,
10,91,1993,9,23,10,1993091.042,141,1,2,,4,2,,
10,91,1993,9,23,10,1993091.045,142,1,2,,4,2,,
10,91,1993,9,23,10,1993091.06,137,1,2,,4,2,,
10,91,1993,9,23,10,1993091.069,139,2,2,,4,3,,
10,91,1993,9,23,10,1993091.07,165,2,2,,4,3,,
10,91,1993,9,23,10,1993091.104,138,1,2,,4,2,,
10,92,1993,9,31,10,1993092.001,139,2,2,,2,3,,
10,92,1993,9,31,10,1993092.002,106,2,1,,1,1,,
10,92,1993,9,31,10,1993092.003,138,2,2,,4,1,,
10,92,1993,9,31,10,1993092.004,126,2,2,,2,2,,
10,92,1993,9,31,10,1993092.005,131,2,2,,2,2,,
10,92,1993,9,31,10,1993092.006,125,2,1,,3,2,,
10,92,1993,9,31,10,1993092.008,131,2,2,,4,2,,
10,92,1993,9,31,10,1993092.009,118,1,1,,2,1,,
10,92,1993,9,31,10,1993092.01,113,2,1,,1,2,,
10,92,1993,9,31,10,1993092.011,104,1,1,,1,1,,
10,92,1993,9,31,10,1993092.012,118,2,1,,1,2,,
10,92,1993,9,31,10,1993092.013,94,1,1,,1,1,,
10,92,1993,9,31,10,1993092.014,87,2,1,,0,1,,
10,92,1993,9,31,10,1993092.015,84,2,1,,1,1,,
10,92,1993,9,31,10,1993092.016,109,2,1,,2,2,,
10,92,1993,9,31,10,1993092.017,117,2,1,,2,1,,
10,92,1993,9,31,10,1993092.018,112,2,1,,3,1,,
10,92,1993,9,31,10,1993092.019,88,2,1,,2,1,,
10,92,1993,9,31,10,1993092.02,87,2,1,,0,1,,
10,92,1993,9,31,10,1993092.021,84,2,1,,1,1,,
10,92,1993,9,31,10,1993092.022,97,2,1,,0,1,,
10,92,1993,9,31,10,1993092.026,124,2,2,,3,1,,
10,92,1993,9,31,10,1993092.035,122,2,2,,2,2,,
10,92,1993,9,31,10,1993092.038,122,1,1,,1,2,,
10,92,1993,9,31,10,1993092.041,112,1,1,,2,1,,
10,92,1993,9,31,10,1993092.042,137,1,2,,4,2,,
10,92,1993,9,31,10,1993092.043,122,1,1,,0,1,,
10,92,1993,9,31,10,1993092.047,108,1,1,,2,1,,
10,92,1993,9,31,10,1993092.048,113,1,1,,2,2,,
10,92,1993,9,31,10,1993092.052,104,2,1,,3,1,,
10,92,1993,9,31,10,1993092.054,96,1,1,,0,1,,
10,92,1993,9,31,10,1993092.056,79,2,1,,3,1,,
10,92,1993,9,31,10,1993092.057,79,2,1,,2,1,,
10,92,1993,9,31,10,1993092.058,86,1,1,,2,1,,
10,92,1993,9,31,10,1993092.062,91,1,1,,2,1,,
10,92,1993,9,31,10,1993092.064,90,2,1,,2,1,,
10,92,1993,9,31,10,1993092.067,82,1,1,,0,1,,
10,92,1993,9,31,10,1993092.072,148,2,2,,0,3,,
10,92,1993,9,31,10,1993092.075,117,1,1,,2,1,,
10,92,1993,9,31,10,1993092.078,136,1,2,,3,2,,
10,92,1993,9,31,10,1993092.079,108,1,1,,1,1,,
10,92,1993,9,31,10,1993092.08,96,2,1,,1,1,,
10,92,1993,9,31,10,1993092.082,100,1,1,,1,1,,
10,92,1993,9,31,10,1993092.085,141,1,2,,4,2,,
10,92,1993,9,31,10,1993092.092,130,1,2,,4,2,,
10,92,1993,9,31,10,1993092.097,129,1,2,,4,2,,
10,92,1993,9,31,10,1993092.1,130,1,1,,4,1,,
10,92,1993,9,31,10,1993092.104,146,1,2,,4,2,,
10,92,1993,9,31,10,1993092.115,127,1,1,,1,2,,
10,92,1993,9,31,10,1993092.12,91,2,1,,2,1,,
10,92,1993,9,31,10,1993092.127,99,1,1,,2,1,,
10,92,1993,9,31,10,1993092.137,85,1,1,,0,1,,
10,92,1993,9,31,10,1993092.143,152,2,2,,0,3,,
10,92,1993,9,31,10,1993092.153,142,1,2,,0,2,,
10,92,1993,9,31,10,1993092.183,78,1,1,,2,1,,
10,92,1993,9,31,10,1993092.195,142,2,2,,2,2,,
10,92,1993,9,31,10,1993092.199,104,2,1,,1,1,,
10,93,1993,9,31,10,1993093.001,150,2,2,,4,2,,
10,93,1993,9,31,10,1993093.002,162,2,2,,4,3,,
10,93,1993,9,31,10,1993093.003,167,2,2,,4,3,,
10,93,1993,9,31,10,1993093.004,153,2,2,,4,2,,
10,93,1993,9,31,10,1993093.005,156,1,2,,2,2,,
10,93,1993,9,31,10,1993093.007,141,1,2,,4,2,,
10,93,1993,9,31,10,1993093.008,141,2,2,,4,2,,
10,93,1993,9,31,10,1993093.009,138,2,2,,4,3,,
10,93,1993,9,31,10,1993093.01,125,1,2,,4,2,,
10,93,1993,9,31,10,1993093.011,153,1,2,,4,2,,
10,93,1993,9,31,10,1993093.012,144,2,2,,4,2,,
10,93,1993,9,31,10,1993093.013,154,1,2,,4,2,,
10,93,1993,9,31,10,1993093.014,158,1,2,,4,2,,
10,93,1993,9,31,10,1993093.015,139,2,2,,4,2,,
10,93,1993,9,31,10,1993093.018,141,1,2,,1,2,,
10,93,1993,9,31,10,1993093.019,126,1,2,,4,2,,
10,93,1993,9,31,10,1993093.02,148,1,2,,4,2,,
10,93,1993,9,31,10,1993093.021,163,2,2,,2,4,,
10,93,1993,9,31,10,1993093.022,160,1,2,,4,2,,
10,93,1993,9,31,10,1993093.025,127,2,2,,4,2,,
10,93,1993,9,31,10,1993093.027,163,1,2,,4,2,,
10,93,1993,9,31,10,1993093.029,133,2,2,,4,2,,
10,93,1993,9,31,10,1993093.03,147,1,2,,3,2,,
10,93,1993,9,31,10,1993093.036,133,2,2,,4,2,,
10,93,1993,9,31,10,1993093.04,136,1,2,,4,2,,
10,93,1993,9,31,10,1993093.044,129,2,2,,4,2,,
10,93,1993,9,31,10,1993093.046,167,1,2,,4,2,,
10,93,1993,9,31,10,1993093.05,149,2,2,,4,3,,
10,93,1993,9,31,10,1993093.051,165,2,2,,2,3,,
10,93,1993,9,31,10,1993093.052,124,2,2,,2,2,,
10,93,1993,9,31,10,1993093.071,137,1,2,,4,2,,
10,93,1993,9,31,10,1993093.072,158,2,2,,4,3,,
10,93,1993,9,31,10,1993093.075,159,2,2,,4,3,,
10,93,1993,9,31,10,1993093.078,145,2,2,,4,3,,
10,93,1993,9,31,10,1993093.089,116,2,2,,4,2,,
10,93,1993,9,31,10,1993093.135,117,1,2,,4,2,,
10,93,1993,9,31,10,1993093.136,131,1,2,,4,2,,
10,93,1993,9,31,10,1993093.145,122,2,2,,4,2,,
10,93,1993,9,31,10,1993093.151,118,1,2,,4,1,,
10,93,1993,9,31,10,1993093.158,124,1,2,,4,2,,
10,93,1993,9,31,10,1993093.167,124,1,2,,4,2,,
10,94,1993,9,31,10,1993094.001,102,2,1,,3,1,,
10,94,1993,9,31,10,1993094.002,124,1,1,,2,2,,
10,94,1993,9,31,10,1993094.003,126,2,2,,4,3,,
10,94,1993,9,31,10,1993094.004,117,1,1,,4,2,,
10,94,1993,9,31,10,1993094.005,115,2,1,,4,2,,
10,94,1993,9,31,10,1993094.006,117,2,1,,4,2,,
10,94,1993,9,31,10,1993094.007,146,1,2,,2,2,,
10,94,1993,9,31,10,1993094.008,159,2,2,,1,3,,
10,94,1993,9,31,10,1993094.009,111,2,1,,3,1,,
10,94,1993,9,31,10,1993094.01,132,2,2,,3,1,,
10,94,1993,9,31,10,1993094.011,153,1,2,,1,2,,
10,94,1993,9,31,10,1993094.012,114,2,1,,3,1,,
10,94,1993,9,31,10,1993094.013,122,2,1,,3,1,,
10,94,1993,9,31,10,1993094.014,127,2,2,,4,2,,
10,94,1993,9,31,10,1993094.015,141,2,2,,4,2,,
10,94,1993,9,31,10,1993094.017,120,2,2,,4,2,,
10,94,1993,9,31,10,1993094.018,111,1,1,,2,2,,
10,94,1993,9,31,10,1993094.02,140,2,2,,1,2,,
10,94,1993,9,31,10,1993094.021,152,1,2,,4,2,,
10,94,1993,9,31,10,1993094.023,136,2,2,,4,2,,
10,94,1993,9,31,10,1993094.025,99,1,1,,3,1,,
10,94,1993,9,31,10,1993094.027,127,1,1,,3,2,,
10,94,1993,9,31,10,1993094.031,137,1,1,,2,2,,
10,94,1993,9,31,10,1993094.032,117,1,1,,4,1,,
10,94,1993,9,31,10,1993094.033,148,1,2,,2,2,,
10,94,1993,9,31,10,1993094.034,142,1,2,,4,2,,
10,94,1993,9,31,10,1993094.035,132,2,2,,4,2,,
10,94,1993,9,31,10,1993094.044,128,1,1,,4,1,,
10,94,1993,9,31,10,1993094.049,140,1,2,,3,2,,
10,94,1993,9,31,10,1993094.052,134,1,2,,4,2,,
10,94,1993,9,31,10,1993094.053,137,1,2,,1,2,,
10,94,1993,9,31,10,1993094.06,109,2,1,,1,2,,
10,94,1993,9,31,10,1993094.061,146,2,2,,2,3,,
10,94,1993,9,31,10,1993094.064,104,1,1,,1,1,,
10,94,1993,9,31,10,1993094.066,98,2,1,,4,1,,
10,94,1993,9,31,10,1993094.067,137,2,2,,4,2,,
10,94,1993,9,31,10,1993094.088,130,1,1,,3,2,,
10,95,1993,9,31,10,1993095.001,174,2,2,,0,4,,
10,95,1993,9,31,10,1993095.002,168,2,2,,2,3,,
10,95,1993,9,31,10,1993095.003,164,2,2,,4,4,,
10,95,1993,9,31,10,1993095.004,173,2,2,,4,3,,
10,95,1993,9,31,10,1993095.005,157,2,2,,4,2,,
10,95,1993,9,31,10,1993095.006,162,2,2,,4,3,,
10,95,1993,9,31,10,1993095.008,157,1,2,,3,3,,
10,95,1993,9,31,10,1993095.009,147,1,2,,3,2,,
10,95,1993,9,31,10,1993095.01,157,2,2,,4,3,,
10,95,1993,9,31,10,1993095.011,164,1,2,,3,3,,
10,95,1993,9,31,10,1993095.012,163,1,2,,1,3,,
10,95,1993,9,31,10,1993095.013,146,1,2,,2,2,,
10,95,1993,9,31,10,1993095.014,167,2,2,,3,3,,
10,95,1993,9,31,10,1993095.015,180,2,2,,1,4,,
10,95,1993,9,31,10,1993095.016,167,1,2,,4,3,,
10,95,1993,9,31,10,1993095.017,156,1,2,,4,2,,
10,95,1993,9,31,10,1993095.018,167,1,2,,3,3,,
10,95,1993,9,31,10,1993095.02,151,2,2,,3,3,,
10,95,1993,9,31,10,1993095.026,172,1,2,,2,3,,
10,95,1993,9,31,10,1993095.033,178,2,2,,3,3,,
10,95,1993,9,31,10,1993095.034,137,1,2,,3,1,,
10,95,1993,9,31,10,1993095.035,132,2,2,,3,1,,
10,95,1993,9,31,10,1993095.038,137,1,2,,2,2,,
10,95,1993,9,31,10,1993095.041,143,1,2,,2,1,,
10,95,1993,9,31,10,1993095.042,154,1,2,,3,4,,
10,95,1993,9,31,10,1993095.045,140,1,2,,3,2,,
10,95,1993,9,31,10,1993095.046,178,1,2,,3,3,,
10,95,1993,9,31,10,1993095.049,153,2,2,,3,2,,
10,95,1993,9,31,10,1993095.05,137,2,2,,2,2,,
10,95,1993,9,31,10,1993095.052,147,2,2,,4,3,,
10,95,1993,9,31,10,1993095.053,154,1,2,,3,2,,
10,95,1993,9,31,10,1993095.064,174,1,2,,0,2,,
10,95,1993,9,31,10,1993095.081,176,1,2,,3,3,,
10,95,1993,9,31,10,1993095.091,143,2,2,,2,2,,
10,95,1993,9,31,10,1993095.098,147,2,2,,2,2,,
10,95,1993,9,31,10,1993095.147,144,2,2,,4,2,,
10,95,1993,9,31,10,1993095.152,177,2,2,,2,4,,
10,95,1993,9,31,10,1993095.173,137,2,2,,4,1,,
10,96,1993,9,31,10,1993096.001,176,1,2,,4,3,,
10,96,1993,9,31,10,1993096.002,172,1,2,,1,3,,
10,96,1993,9,31,10,1993096.003,174,1,2,,1,3,,
10,96,1993,9,31,10,1993096.004,162,2,2,,2,3,,
10,96,1993,9,31,10,1993096.006,166,1,2,,4,3,,
10,96,1993,9,31,10,1993096.007,174,2,2,,2,3,,
10,96,1993,9,31,10,1993096.008,161,2,2,,2,3,,
10,96,1993,9,31,10,1993096.009,177,2,2,,3,4,,
10,96,1993,9,31,10,1993096.01,156,2,2,,2,2,,
10,96,1993,9,31,10,1993096.011,174,2,2,,0,3,,
10,96,1993,9,31,10,1993096.012,153,1,2,,3,3,,
10,96,1993,9,31,10,1993096.013,153,2,2,,3,2,,
10,96,1993,9,31,10,1993096.014,162,1,2,,1,2,,
10,96,1993,9,31,10,1993096.016,166,2,2,,4,3,,
10,96,1993,9,31,10,1993096.017,161,1,2,,3,3,,
10,96,1993,9,31,10,1993096.019,178,1,2,,3,3,,
10,96,1993,9,31,10,1993096.02,156,1,2,,4,2,,
10,96,1993,9,31,10,1993096.022,168,1,2,,3,3,,
10,96,1993,9,31,10,1993096.024,157,2,2,,4,2,,
10,96,1993,9,31,10,1993096.025,150,2,2,,2,2,,
10,96,1993,9,31,10,1993096.03,181,1,2,,4,3,,
10,96,1993,9,31,10,1993096.032,154,1,2,,2,2,,
10,96,1993,9,31,10,1993096.034,147,1,2,,3,2,,
10,96,1993,9,31,10,1993096.036,155,1,2,,3,2,,
10,96,1993,9,31,10,1993096.039,147,1,2,,4,2,,
10,96,1993,9,31,10,1993096.043,141,2,2,,3,2,,
10,96,1993,9,31,10,1993096.053,142,2,2,,3,2,,
10,96,1993,9,31,10,1993096.054,138,2,2,,3,2,,
10,96,1993,9,31,10,1993096.064,148,2,2,,3,2,,
10,96,1993,9,31,10,1993096.065,138,2,2,,3,1,,
10,96,1993,9,31,10,1993096.069,184,1,2,,0,3,,
10,96,1993,9,31,10,1993096.071,168,2,2,,4,3,,
10,96,1993,9,31,10,1993096.077,146,2,2,,3,2,,
10,96,1993,9,31,10,1993096.094,141,1,2,,4,2,,
10,96,1993,9,31,10,1993096.095,131,1,2,,1,1,,
10,96,1993,9,31,10,1993096.096,133,1,2,,2,2,,
10,96,1993,9,31,10,1993096.1,138,1,2,,2,1,,
10,96,1993,9,31,10,1993096.101,182,2,2,,0,4,,
10,96,1993,9,31,10,1993096.107,186,2,2,,4,3,,
10,96,1993,9,31,10,1993096.115,144,1,2,,4,2,,
10,96,1993,9,31,10,1993096.116,192,1,2,,3,4,,
10,96,1993,9,31,10,1993096.117,176,2,2,,3,4,,
10,96,1993,9,31,10,1993096.142,181,2,2,,4,4,,
10,96,1993,9,31,10,1993096.15,185,1,2,,4,4,,
10,97,1993,9,31,10,1993097.001,146,1,1,,1,2,,
10,97,1993,9,31,10,1993097.002,125,1,1,,2,1,,
10,97,1993,9,31,10,1993097.003,148,2,2,,1,2,,
10,97,1993,9,31,10,1993097.004,125,1,1,,0,1,,
10,97,1993,9,31,10,1993097.005,140,2,2,,2,2,,
10,97,1993,9,31,10,1993097.006,154,2,6,,2,3,,
10,97,1993,9,31,10,1993097.007,140,1,2,,0,2,,
10,97,1993,9,31,10,1993097.008,152,2,2,,0,3,,
10,97,1993,9,31,10,1993097.009,138,1,2,,0,2,,
10,97,1993,9,31,10,1993097.01,156,2,2,,0,3,,
10,97,1993,9,31,10,1993097.011,142,2,2,,2,2,,
10,97,1993,9,31,10,1993097.013,164,2,2,,3,3,,
10,97,1993,9,31,10,1993097.015,131,2,2,,2,2,,
10,97,1993,9,31,10,1993097.016,131,2,2,,0,2,,
10,97,1993,9,31,10,1993097.017,122,1,1,,1,1,,
10,97,1993,9,31,10,1993097.02,148,2,2,,0,4,,
10,97,1993,9,31,10,1993097.021,165,2,2,,0,3,,
10,97,1993,9,31,10,1993097.022,135,2,2,,0,1,,
10,97,1993,9,31,10,1993097.023,155,1,2,,0,2,,
10,97,1993,9,31,10,1993097.024,149,1,2,,0,2,,
10,97,1993,9,31,10,1993097.026,139,1,2,,0,1,,
10,97,1993,9,31,10,1993097.027,117,1,1,,1,1,,
10,97,1993,9,31,10,1993097.028,128,2,2,,0,1,,
10,97,1993,9,31,10,1993097.029,160,1,2,,0,2,,
10,97,1993,9,31,10,1993097.03,175,1,2,,1,2,,
10,97,1993,9,31,10,1993097.031,157,2,2,,0,3,,
10,97,1993,9,31,10,1993097.033,144,1,2,,0,2,,
10,97,1993,9,31,10,1993097.034,165,2,2,,3,3,,
10,97,1993,9,31,10,1993097.036,139,2,2,,0,2,,
10,97,1993,9,31,10,1993097.037,124,1,2,,1,1,,
10,97,1993,9,31,10,1993097.041,160,2,2,,0,3,,
10,97,1993,9,31,10,1993097.042,133,1,2,,3,1,,
10,97,1993,9,31,10,1993097.044,155,1,2,,0,3,,
10,97,1993,9,31,10,1993097.045,152,1,2,,0,3,,
10,97,1993,9,31,10,1993097.046,130,1,1,,0,2,,
10,97,1993,9,31,10,1993097.047,126,2,2,,1,2,,
10,97,1993,9,31,10,1993097.048,124,2,2,,0,2,,
10,97,1993,9,31,10,1993097.067,122,2,1,,0,2,,
10,97,1993,9,31,10,1993097.068,113,2,1,,1,1,,
10,97,1993,9,31,10,1993097.089,110,2,1,,1,1,,
10,97,1993,9,31,10,1993097.09,153,1,2,,0,2,,
10,97,1993,9,31,10,1993097.093,115,2,2,,1,1,,
10,97,1993,9,31,10,1993097.096,111,1,1,,1,1,,
10,97,1993,9,31,10,1993097.097,118,1,1,,0,1,,
10,97,1993,9,31,10,1993097.099,163,1,2,,0,3,,
10,97,1993,9,31,10,1993097.149,119,2,1,,0,1,,
10,97,1993,9,31,10,1993097.199,172,2,6,,0,3,,
10,98,1993,9,31,10,1993098.001,151,1,2,,4,2,,
10,98,1993,9,31,10,1993098.002,168,2,2,,4,3,,
10,98,1993,9,31,10,1993098.003,163,2,2,,4,2,,
10,98,1993,9,31,10,1993098.004,172,1,2,,4,3,,
10,98,1993,9,31,10,1993098.005,168,1,2,,4,3,,
10,98,1993,9,31,10,1993098.006,162,2,2,,4,2,,
10,98,1993,9,31,10,1993098.008,176,2,2,,4,3,,
10,98,1993,9,31,10,1993098.009,165,1,2,,4,3,,
10,98,1993,9,31,10,1993098.01,158,2,2,,4,3,,
10,98,1993,9,31,10,1993098.011,168,2,2,,4,2,,
10,98,1993,9,31,10,1993098.013,159,2,2,,2,2,,
10,98,1993,9,31,10,1993098.015,153,2,2,,4,2,,
10,98,1993,9,31,10,1993098.022,154,2,2,,4,2,,
10,98,1993,9,31,10,1993098.024,153,1,2,,3,2,,
10,98,1993,9,31,10,1993098.026,148,1,2,,4,1,,
10,98,1993,9,31,10,1993098.029,147,2,2,,3,3,,
10,98,1993,9,31,10,1993098.03,157,1,2,,4,2,,
10,98,1993,9,31,10,1993098.034,146,2,2,,4,2,,
10,98,1993,9,31,10,1993098.038,176,1,2,,4,3,,
10,98,1993,9,31,10,1993098.039,141,1,2,,2,2,,
10,98,1993,9,31,10,1993098.043,157,1,2,,4,2,,
10,98,1993,9,31,10,1993098.047,172,1,2,,4,3,,
10,98,1993,9,31,10,1993098.049,164,1,2,,4,2,,
10,98,1993,9,31,10,1993098.05,164,1,2,,4,2,,
10,98,1993,9,31,10,1993098.056,172,2,2,,4,3,,
10,98,1993,9,31,10,1993098.063,144,2,2,,4,1,,
10,98,1993,9,31,10,1993098.071,172,2,2,,4,3,,
10,98,1993,9,31,10,1993098.087,187,2,2,,4,5,,
10,98,1993,9,31,10,1993098.095,176,1,2,,4,3,,
10,98,1993,9,31,10,1993098.104,139,2,2,,2,2,,
10,98,1993,9,31,10,1993098.106,184,2,2,,4,4,,
10,98,1993,9,31,10,1993098.108,147,1,2,,2,2,,
10,98,1993,9,31,10,1993098.111,144,2,2,,4,1,,
10,98,1993,9,31,10,1993098.12,141,1,2,,3,1,,
10,98,1993,9,31,10,1993098.133,176,2,2,,4,4,,
10,98,1993,9,31,10,1993098.162,137,2,2,,3,4,,
10,98,1993,9,31,10,1993098.174,133,2,2,,4,2,,
10,99,1993,9,31,10,1993099.001,158,1,2,,1,3,,
10,99,1993,9,31,10,1993099.002,167,1,2,,0,3,,
10,99,1993,9,31,10,1993099.003,137,1,2,,1,1,,
10,99,1993,9,31,10,1993099.004,142,2,2,,1,3,,
10,99,1993,9,31,10,1993099.005,137,2,2,,2,3,,
10,99,1993,9,31,10,1993099.006,166,1,2,,3,3,,
10,99,1993,9,31,10,1993099.008,152,2,2,,2,2,,
10,99,1993,9,31,10,1993099.01,171,2,2,,1,3,,
10,99,1993,9,31,10,1993099.011,148,2,2,,1,3,,
10,99,1993,9,31,10,1993099.012,146,2,2,,2,3,,
10,99,1993,9,31,10,1993099.013,143,2,2,,1,3,,
10,99,1993,9,31,10,1993099.014,128,1,1,,2,2,,
10,99,1993,9,31,10,1993099.018,162,1,2,,4,3,,
10,99,1993,9,31,10,1993099.019,133,2,2,,0,2,,
10,99,1993,9,31,10,1993099.022,159,1,2,,3,2,,
10,99,1993,9,31,10,1993099.023,152,1,2,,1,2,,
10,99,1993,9,31,10,1993099.024,161,1,2,,1,2,,
10,99,1993,9,31,10,1993099.025,158,2,2,,3,3,,
10,99,1993,9,31,10,1993099.026,159,2,2,,2,3,,
10,99,1993,9,31,10,1993099.03,129,2,2,,1,2,,
10,99,1993,9,31,10,1993099.032,162,2,6,,1,3,,
10,99,1993,9,31,10,1993099.034,171,1,2,,2,3,,
10,99,1993,9,31,10,1993099.036,130,1,2,,2,1,,
10,99,1993,9,31,10,1993099.04,135,1,2,,3,2,,
10,99,1993,9,31,10,1993099.042,130,1,2,,3,1,,
10,99,1993,9,31,10,1993099.043,145,1,2,,0,3,,
10,99,1993,9,31,10,1993099.044,123,1,1,,3,2,,
10,99,1993,9,31,10,1993099.046,160,2,2,,3,3,,
10,99,1993,9,31,10,1993099.048,142,1,2,,2,2,,
10,99,1993,9,31,10,1993099.049,140,1,2,,2,1,,
10,99,1993,9,31,10,1993099.05,154,1,2,,1,2,,
10,99,1993,9,31,10,1993099.052,131,2,2,,3,1,,
10,99,1993,9,31,10,1993099.06,129,2,2,,1,2,,
10,99,1993,9,31,10,1993099.062,147,1,2,,3,2,,
10,99,1993,9,31,10,1993099.063,152,2,6,,1,3,,
10,99,1993,9,31,10,1993099.066,123,2,2,,2,1,,
10,99,1993,9,31,10,1993099.069,119,1,1,,2,1,,
10,99,1993,9,31,10,1993099.071,136,2,2,,1,2,,
10,99,1993,9,31,10,1993099.075,122,2,2,,1,2,,
10,99,1993,9,31,10,1993099.082,172,1,2,,0,4,,
10,99,1993,9,31,10,1993099.092,122,1,1,,1,1,,
10,99,1993,9,31,10,1993099.121,171,2,2,,2,3,,
10,99,1993,9,31,10,1993099.135,128,1,1,,3,2,,
10,99,1993,9,31,10,1993099.136,119,1,1,,2,2,,
10,99,1993,9,31,10,1993099.142,167,2,2,,2,4,,
10,99,1993,9,31,10,1993099.15,179,1,2,,4,4,,
10,99,1993,9,31,10,1993099.179,167,2,6,,2,,,
10,100,1993,9,31,10,1993100.001,158,1,2,,1,3,,
10,100,1993,9,31,10,1993100.002,165,1,2,,2,2,,
10,100,1993,9,31,10,1993100.003,150,2,2,,1,3,,
10,100,1993,9,31,10,1993100.004,128,1,1,,0,2,,
10,100,1993,9,31,10,1993100.005,144,1,2,,0,2,,
10,100,1993,9,31,10,1993100.006,156,1,2,,0,3,,
10,100,1993,9,31,10,1993100.007,142,1,2,,1,2,,
10,100,1993,9,31,10,1993100.008,150,1,2,,1,2,,
10,100,1993,9,31,10,1993100.009,148,2,6,,1,3,,
10,100,1993,9,31,10,1993100.012,150,1,2,,1,2,,
10,100,1993,9,31,10,1993100.013,147,1,2,,1,2,,
10,100,1993,9,31,10,1993100.014,139,2,2,,2,2,,
10,100,1993,9,31,10,1993100.015,153,2,6,,1,4,,
10,100,1993,9,31,10,1993100.016,147,1,2,,3,3,,
10,100,1993,9,31,10,1993100.017,162,1,2,,0,2,,
10,100,1993,9,31,10,1993100.018,167,2,6,,0,3,,
10,100,1993,9,31,10,1993100.019,128,1,2,,0,2,,
10,100,1993,9,31,10,1993100.021,169,1,2,,2,3,,
10,100,1993,9,31,10,1993100.024,132,2,2,,1,2,,
10,100,1993,9,31,10,1993100.025,138,2,2,,1,3,,
10,100,1993,9,31,10,1993100.027,140,2,2,,2,2,,
10,100,1993,9,31,10,1993100.034,160,1,2,,3,2,,
10,100,1993,9,31,10,1993100.036,170,1,2,,3,3,,
10,100,1993,9,31,10,1993100.037,136,1,2,,1,2,,
10,100,1993,9,31,10,1993100.039,162,2,6,,1,3,,
10,100,1993,9,31,10,1993100.041,143,2,2,,0,2,,
10,100,1993,9,31,10,1993100.042,132,1,2,,0,1,,
10,100,1993,9,31,10,1993100.044,155,2,2,,1,3,,
10,100,1993,9,31,10,1993100.046,145,2,2,,1,3,,
10,100,1993,9,31,10,1993100.047,156,2,2,,1,3,,
10,100,1993,9,31,10,1993100.051,134,2,2,,1,2,,
10,100,1993,9,31,10,1993100.053,126,2,2,,0,2,,
10,100,1993,9,31,10,1993100.054,123,2,2,,0,2,,
10,100,1993,9,31,10,1993100.055,124,2,2,,0,1,,
10,100,1993,9,31,10,1993100.056,126,2,2,,0,2,,
10,100,1993,9,31,10,1993100.071,137,1,2,,1,2,,
10,100,1993,9,31,10,1993100.076,132,1,1,,1,1,,
10,100,1993,9,31,10,1993100.083,124,1,1,,2,1,,
10,100,1993,9,31,10,1993100.096,163,2,6,,2,3,,
